	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
278	ライダーが子供を押した	ライダーを子供が押した	non-entailment	overlap-full	2	scrambling	train
279	子供がフットボール選手を見ている	子供をフットボール選手が見ている	non-entailment	overlap-full	2	scrambling	train
280	ホッケー選手が子供をいじめている	ホッケー選手を子供がいじめている	non-entailment	overlap-full	2	scrambling	train
281	テニス選手が男性をにらんでいる	テニス選手を男性がにらんでいる	non-entailment	overlap-full	2	scrambling	train
282	大人がライダーをたたいている	大人をライダーがたたいている	non-entailment	overlap-full	2	scrambling	train
283	男の子がホッケー選手を見ている	男の子をホッケー選手が見ている	non-entailment	overlap-full	2	scrambling	train
284	ホッケー選手が老人を押した	ホッケー選手を老人が押した	non-entailment	overlap-full	2	scrambling	test
285	女の子が学生を見つめている	女の子を学生が見つめている	non-entailment	overlap-full	2	scrambling	train
286	男性が若者をにらんでいる	男性を若者がにらんでいる	non-entailment	overlap-full	2	scrambling	train
287	サーファーがテニス選手を指さしている	サーファーをテニス選手が指さしている	non-entailment	overlap-full	2	scrambling	train
288	男の子が女性をいじめている	男の子を女性がいじめている	non-entailment	overlap-full	2	scrambling	train
289	女の子がライダーをにらんでいる	女の子をライダーがにらんでいる	non-entailment	overlap-full	2	scrambling	train
290	会社員が女の子を蹴った	会社員を女の子が蹴った	non-entailment	overlap-full	2	scrambling	train
291	サーファーが大人を押した	サーファーを大人が押した	non-entailment	overlap-full	2	scrambling	train
292	女性がホッケー選手を助けた	女性をホッケー選手が助けた	non-entailment	overlap-full	2	scrambling	train
293	ホッケー選手が子供を見つめている	ホッケー選手を子供が見つめている	non-entailment	overlap-full	2	scrambling	train
294	スノーボーダーがライダーを助けた	スノーボーダーをライダーが助けた	non-entailment	overlap-full	2	scrambling	train
295	男の子が会社員を追い払った	男の子を会社員が追い払った	non-entailment	overlap-full	2	scrambling	train
296	フットボール選手がサーファーを蹴った	フットボール選手をサーファーが蹴った	non-entailment	overlap-full	2	scrambling	train
297	テニス選手が子供を見ている	テニス選手を子供が見ている	non-entailment	overlap-full	2	scrambling	test
298	子供が女の子を指さしている	子供を女の子が指さしている	non-entailment	overlap-full	2	scrambling	train
299	老人が会社員を追い回した	老人を会社員が追い回した	non-entailment	overlap-full	2	scrambling	train
300	子供がホッケー選手をたたいている	ホッケー選手が子供をたたいている	non-entailment	overlap-full	2	scrambling	train
301	女性が男性を見つめている	男性が女性を見つめている	non-entailment	overlap-full	2	scrambling	train
302	女の子がフットボール選手をいじめている	フットボール選手が女の子をいじめている	non-entailment	overlap-full	2	scrambling	train
303	会社員がライダーをにらんでいる	ライダーが会社員をにらんでいる	non-entailment	overlap-full	2	scrambling	train
304	学生が大人を押した	大人が学生を押した	non-entailment	overlap-full	2	scrambling	train
305	老人が男性を押した	男性が老人を押した	non-entailment	overlap-full	2	scrambling	train
306	女性が若者を蹴った	若者が女性を蹴った	non-entailment	overlap-full	2	scrambling	train
307	若者が男の子を蹴った	男の子が若者を蹴った	non-entailment	overlap-full	2	scrambling	train
308	若者がフットボール選手を押した	フットボール選手が若者を押した	non-entailment	overlap-full	2	scrambling	train
309	サーファーがホッケー選手を見ている	ホッケー選手がサーファーを見ている	non-entailment	overlap-full	2	scrambling	train
310	会社員が子供を追いかけている	子供が会社員を追いかけている	non-entailment	overlap-full	2	scrambling	train
311	会社員が子供を助けた	子供が会社員を助けた	non-entailment	overlap-full	2	scrambling	train
312	男の子がカップルを指さしている	カップルが男の子を指さしている	non-entailment	overlap-full	2	scrambling	test
313	会社員がテニス選手を押した	テニス選手が会社員を押した	non-entailment	overlap-full	2	scrambling	train
314	女の子が女性をいじめている	女性が女の子をいじめている	non-entailment	overlap-full	2	scrambling	train
315	サーファーがフットボール選手を見ている	フットボール選手がサーファーを見ている	non-entailment	overlap-full	2	scrambling	test
316	テニス選手がライダーを見つめている	ライダーがテニス選手を見つめている	non-entailment	overlap-full	2	scrambling	train
317	大人がテニス選手を追いかけている	テニス選手が大人を追いかけている	non-entailment	overlap-full	2	scrambling	train
318	カップルがスノーボーダーを見つめている	スノーボーダーがカップルを見つめている	non-entailment	overlap-full	2	scrambling	train
319	男の子がテニス選手を蹴った	テニス選手が男の子を蹴った	non-entailment	overlap-full	2	scrambling	train
320	男性が会社員を蹴った	会社員が男性を蹴った	non-entailment	overlap-full	2	scrambling	train
321	ホッケー選手が若者を見つめている	若者がホッケー選手を見つめている	non-entailment	overlap-full	2	scrambling	train
322	フットボール選手が学生を助けた	学生がフットボール選手を助けた	non-entailment	overlap-full	2	scrambling	train
323	スノーボーダーがホッケー選手を見ている	ホッケー選手がスノーボーダーを見ている	non-entailment	overlap-full	2	scrambling	train
324	ホッケー選手が男の子を助けた	男の子がホッケー選手を助けた	non-entailment	overlap-full	2	scrambling	train
325	男性がテニス選手を追い回した	テニス選手が男性を追い回した	non-entailment	overlap-full	2	scrambling	train
